rework_load_factor,arrival_rate,dr_period,throughput,p90_wait,avg_wip,avg_reworks
1.4523595198141528,0.6039506718689811,118.5616649120257,0.016666666666666666,47.521216760844396,52.22222222222222,0.0
1.3730612721493973,0.6340871868114939,124.7038394529669,0.016666666666666666,26.434777007814777,55.666666666666664,0.0
0.3316872171668078,0.3154379849786226,145.7877929649104,0.011111111111111112,38.882319178748354,27.86111111111111,0.0
0.4829999582910992,0.6537607158810098,141.59006962859183,0.011111111111111112,34.061558131685814,58.44444444444444,0.0
0.6293534497250584,0.543357720078654,64.71300287443329,0.011111111111111112,50.56191357795778,47.19444444444444,0.0
1.2163669296990516,0.4217901436089011,131.7164485524794,0.011111111111111112,43.091143490395794,35.611111111111114,0.0
1.485972112203023,0.36602964532648485,41.863060573302505,0.016666666666666666,18.217288061938262,30.97222222222222,0.0
0.5244806441300529,0.3198789676603427,94.06098838210785,0.0,0.0,0.0,0.0
0.7052007324867158,0.7114921398347944,165.85518866557888,0.027777777777777776,61.89247731648452,62.47222222222222,0.0
1.1868072463623167,0.4529309284704919,89.61376466434137,0.005555555555555556,5.735832032565142,39.583333333333336,0.0
0.45540769459045816,0.5803013545530571,102.11588441966964,0.0,0.0,0.0,0.0
1.261467893392294,0.7918293114434543,49.16835967246888,0.027777777777777776,40.624298740468,69.5,0.0
0.32972794555384516,0.7211838839984301,35.432004877022734,0.03888888888888889,28.060374628641167,62.72222222222222,0.0
0.7566103536059294,0.5091424203223501,105.46852394994079,0.0,0.0,0.0,0.0
1.2863112365901097,0.7428428276195131,30.716688289133465,0.03333333333333333,24.18660391421072,64.47222222222223,0.0
0.5855402822121223,0.4754244229724312,65.38854042688888,0.011111111111111112,42.930404947622634,41.888888888888886,0.0
0.7799561709129914,0.5531935172953586,54.927974194358114,0.027777777777777776,33.22828715907766,47.47222222222222,0.0
0.25028134138800173,0.44912966754464256,55.377675106919334,0.011111111111111112,23.906784319565848,39.638888888888886,0.0
0.8760865760440799,0.7812566980891655,163.43046878783156,0.022222222222222223,73.82628169955619,69.05555555555556,0.0
0.6547307654884513,0.398651215442573,111.79298408485747,0.005555555555555556,21.20364821535928,34.333333333333336,0.0
1.0070419555335919,0.6975226348103393,73.44942044999087,0.022222222222222223,56.04707366062382,62.416666666666664,0.0
0.9673554792176482,0.38042253325064007,81.21201197555138,0.016666666666666666,31.804015419231234,32.25,0.0
1.3461556456700206,0.5276551145793466,77.28349093774351,0.022222222222222223,37.78942999149296,45.77777777777778,0.0
1.0527806781658264,0.6748017835292157,154.7554470112592,0.027777777777777776,63.048238410334825,59.22222222222222,0.0
1.1198476094822882,0.5871426040216607,159.24233252068555,0.0,0.0,0.0,0.0
0.9125359324660274,0.40956448695808656,171.82675450419427,0.011111111111111112,39.064311882635586,35.52777777777778,0.0
0.22918026351801338,0.6254217688546974,127.72755341606312,0.022222222222222223,59.7279850250149,54.0,0.0
1.0991293925318324,0.3390536499490781,95.39630664757063,0.0,0.0,0.0,0.0
0.3864579632312677,0.4975886420613117,175.87923558670005,0.027777777777777776,83.14174192239491,43.916666666666664,0.0
0.8116964319956801,0.7501952343894289,137.2908393437,0.022222222222222223,55.086070540856575,66.02777777777777,0.0
